barcode	trs_raw	trs_cap_01	trs_cap_1	trs_cap_5	celltype
BMM_R2_9265	0.438962795093031	0.960650386037302	1.31701453884523	1.8372605200169	07_GMP
BMM_R2_9266	0.691258470866223	1.51278815496984	2.07397407344691	2.89323357661918	09_pDC
BMM_R2_9269	0.682014827775843	1.49255885671854	2.04624048764416	2.85454469295768	20_CD4.N1
BMM_R2_9281	0.270074805246477	0.591046596247392	0.810302032567521	1.13038686348223	11_CD14.Mono.1
BMM_R2_9283	0.518024240260184	1.13367281224177	1.55422159582414	2.16816891016943	11_CD14.Mono.1
BMM_R2_9284	0.20092814755138	0.439722237667284	0.602842187416642	0.840976403884168	09_pDC
BMM_R2_9286	0.720921628599457	1.57770464503702	2.16297207154479	3.01738748945991	06_CLP.1
BMM_R2_9287	0.35193967473683	0.770204190826982	1.05592016819246	1.47302886952989	07_GMP
BMM_R2_6265	0.047768257536326	0.104538688826408	0.143318500733784	0.199932054977214	09_pDC
BMM_R2_9288	0.896109051922785	1.96109446241042	2.6885846886477	3.75062716278399	20_CD4.N1
BMM_R2_5099	0.291873932222724	0.638753007768144	0.87570567834977	1.22162620269731	07_GMP
BMM_R2_9289	0.20452803723625	0.447600434758519	0.613642891043947	0.856043592421244	22_CD4.M
BMM_R2_9290	0.353948997291546	0.774601503103647	1.06194871331604	1.48143880550402	11_CD14.Mono.1
BMM_R2_9291	0.250062250583346	0.547250018091707	0.750258617167833	1.04662514837046	12_CD14.Mono.2
BMM_R2_9292	0.386115720091922	0.844996933015165	1.15845812611518	1.61607128579642	04_Early.Baso
BMM_R2_9293	0.331213708242916	0.724846342881907	0.993736312272917	1.38628119887504	07_GMP
BMM_R2_7590	0.980718564540255	2.14625858535431	2.94243754243728	4.10475675847559	02_Early.Eryth
BMM_R2_9295	0.860442918662424	1.88304072968403	2.58157603877264	3.6013480455708	20_CD4.N1
BMM_R2_9298	0.713597594819523	1.56167632565166	2.14099786535011	2.98673305072032	16_Pre.B
BMM_R2_9299	0.31444361192912	0.68814573937332	0.943421203771701	1.31609065831297	16_Pre.B
BMM_R2_9300	0.651668569335198	1.42614743139577	1.95519299110766	2.72753169051994	19_CD8.N
BMM_R2_9302	0.508699032564632	1.11326501351088	1.52624329276501	2.1291386412457	20_CD4.N1
BMM_R2_7850	0.372128801782688	0.814387189721567	1.11649335148548	1.55752962100496	08_GMP.Neut
BMM_R2_8058	0.758535470447557	1.66002085063724	2.27582440693525	3.17481865995132	06_CLP.1
BMM_R2_9304	0.271915812114435	0.595075557193903	0.815825582258561	1.1380923211506	16_Pre.B
BMM_R2_9306	0.226550722754881	0.495796094120873	0.67971727670186	0.94821862661646	07_GMP
BMM_R2_9307	0.37576230286	0.822338943837419	1.12739489894969	1.57273748862702	22_CD4.M
BMM_R2_9308	0.354492716621581	0.775791408467229	1.0635800275657	1.48371452014365	24_CD8.CM
BMM_R2_9309	1.05538685272212	2.30966678456502	3.16646386591044	4.41727777280142	16_Pre.B
BMM_R2_9310	0.760056674236882	1.66334993689191	2.28038845548215	3.18118559513642	17_B
BMM_R2_67	0.570252434351055	1.24797187215366	1.71092118796322	2.38676784408273	04_Early.Baso
BMM_R2_4443	0.42705470278136	0.934590060187248	1.28128683964225	1.78741969496859	16_Pre.B
BMM_R2_9311	0.17437677116828	0.38161574149637	0.523180427664352	0.729846722448546	22_CD4.M
BMM_R2_9312	0.340443784751619	0.745045951277785	1.02142919443173	1.42491330017324	19_CD8.N
BMM_R2_9313	0.602420836805282	1.31837097791228	1.80743564020663	2.52140735449645	11_CD14.Mono.1
BMM_R2_9314	0.265176659565448	0.580327224145821	0.795606187845805	1.10988587847475	16_Pre.B
BMM_R2_9315	0.709833412600016	1.55343858171821	2.12970423690284	2.97097822261334	10_cDC
BMM_R2_9316	0.56921887382204	1.24570997129944	1.7078202093411	2.38244191947993	20_CD4.N1
BMM_R2_9275	1.82765424387238	3.99973932767267	5.48348798137203	5.66983846226515	02_Early.Eryth
BMM_R2_9276	0.410267937415127	0.897852977205144	1.2309217191932	1.71715938678089	20_CD4.N1
BMM_R2_9278	0.243475864805397	0.53283600826922	0.73049756697185	1.01905810466038	12_CD14.Mono.2
BMM_R2_9280	0.135094500131643	0.295648253459555	0.405322325218233	0.565432410987547	16_Pre.B
BMM_R2_9320	0.709970541967833	1.55373868318832	2.13011566441592	2.97155217187838	20_CD4.N1
BMM_R2_9322	0.442193546522135	0.967720740614622	1.32670772161855	1.85078269573893	07_GMP
BMM_R2_9323	0.482035594094233	1.0549132744888	1.44624531454529	2.01753992860495	11_CD14.Mono.1
BMM_R2_9324	0.398759914126573	0.872668184465858	1.19639434203545	1.6689930339878	07_GMP
BMM_R2_9325	0.754108914760821	1.65033353208356	2.26254346772671	3.15629149524896	05_CMP.LMPP
BMM_R2_9326	0.438748402461857	0.960181197381217	1.31637129933738	1.83636318857687	19_CD8.N
BMM_R2_9327	0.304168886929684	0.665659964616386	0.912594075919039	1.2730862242094	07_GMP
BMM_R2_9328	0.781117314380971	1.70944020310758	2.34357642853411	3.26933402843318	08_GMP.Neut
BMM_R2_9330	0.389085128174057	0.851495349401003	1.1673672037401	1.6284996198104	07_GMP
BMM_R2_8134	0.658521148810755	1.44114399418454	1.97575269889791	2.75621287687892	20_CD4.N1
BMM_R2_9331	0.154106232472107	0.33725457685704	0.462362986023481	0.645005225897431	07_GMP
BMM_R2_9332	0.0766296110512174	0.167700466329132	0.22991085574603	0.320730049613463	15_CLP.2
BMM_R2_9333	0.64177334698236	1.40449218115716	1.92550448026011	2.68611564895814	20_CD4.N1
BMM_R2_9334	0.176631410186785	0.386549917849615	0.529944992680826	0.739283420277829	20_CD4.N1
BMM_R2_941	0.491667651657568	1.07599260039065	1.47514425539338	2.05785450488675	11_CD14.Mono.1
BMM_R2_9335	0.554461941343247	1.21341508653711	1.66354517090826	2.32067739241085	20_CD4.N1
BMM_R2_9336	0.412202611002651	0.902086923565718	1.23672629596183	1.7252568826079	16_Pre.B
BMM_R2_9337	2.27716808293729	4.98348020014296	5.66983846226515	5.66983846226515	02_Early.Eryth
BMM_R2_66	0.292089963086705	0.639225781623239	0.876353833026846	1.22253039089261	07_GMP
BMM_R2_9338	0.43246439231957	0.94642892307339	1.29751746294815	1.81006172551242	22_CD4.M
BMM_R2_9339	0.908266024557739	1.98769945168369	2.72505910034627	3.80150966607312	15_CLP.2
BMM_R2_9340	0.453910817462702	0.993363462453892	1.36186290186804	1.89982484587578	01_HSC
BMM_R2_9342	1.05595131456499	2.31090208398747	3.16815741365981	4.41964030436573	15_CLP.2
BMM_R2_9343	0.639480541830298	1.39947447993269	1.91862540587439	2.67651920836439	05_CMP.LMPP
